TOKEN USAGE REPORT
==================
Target Directory: E:\tmp\pos-arch\Document-Series
Total Files Scanned: 2539
Total Tokens: 13,721,937
Time Taken: 21.77 seconds
==================

TOKENS     | FILE PATH
9424       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-02_Department-Designations\Group-F_API-Testing-Documentation\02_Tasks-76-78_URLs-Tests-Documentation.md
9410       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-13_HR-Payroll-UI\Group-B_Employee-Management\02_Tasks-28-34_Profile-OrgChart.md
9399       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-04_Smart-Search-Backend\Group-C_Search-Features\01_Tasks-35-44_Service-Synonyms.md
9397       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-10_Sales-Orders-UI\Group-B_Order-Listing-Filters\02_Tasks-27-32_Table-API.md
9373       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-09_Customer-Portal\Group-A_Portal-Routes-Layout\01_Tasks-01-08_Routes-Setup.md
9365       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-12_Tax-Reporting\Group-A_Tax-Configuration\02_Tasks-09-16_TaxConfig-TaxPeriod.md
9342       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-05_State-Management\Group-F_Mutations-Cache-DevTools\02_Tasks-85-88_Prefetch-Infinite-Docs.md
9341       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-11_Static-Pages-CMS\Group-A_CMS-Routes-Structure\01_Tasks-01-08_Routes-Directory.md
9335       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-02_PayHere-Integration\Group-A_PayHere-Configuration\01_Tasks-01-08_Constants-Settings.md
9323       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-11_Platform-Analytics-AI\Group-B_Health-Scoring\02_Tasks-27-32_Calculator-API.md
9317       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-04_Product-Detail-Page\Group-C_Product-Information\01_Tasks-35-44_Info-Rating-Price.md
9305       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-13_Performance-Optimization\Group-B_Font-Loading-Optimization\01_Tasks-19-28_Fonts-CSS.md
9304       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-04_Quote-Management\Group-E_Quote-API-Email-Integration\01_Tasks-69-75_Serializers-ViewSet-Actions.md
9296       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-07_Payslip-Generation\Group-A_Payslip-Data-Models\01_Tasks-01-08_App-Model-Core.md
9269       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-02_POS-Offline-Mode\Group-C_Transaction-Queue-Management\02_Tasks-43-48_Limits-Persistence-Recovery.md
9267       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-10_Waybill-Generation\Group-B_PDF-Generation-Engine\02_Tasks-26-34_Fonts-Layout-Verify.md
9266       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-05_Role-Permission-System\Group-B_Permission-Model\04_Tasks-25-30_Default-Permissions.md
9266       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-02_Product-Recommendations\Group-A_Recommendation-Models\02_Tasks-10-16_Interaction-Model-Migration.md
9257       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-04_API-Client-Layer\Group-C_Request-Response-Interceptors\01_Tasks-31-35_Request-Interceptors.md
9250       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-12_Customer-Insights-AI\Group-A_Data-Preparation\01_Tasks-01-08_Metrics-Model.md
9249       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-11_POS-Interface\Group-B_Product-Search-Quick-Buttons\01_Tasks-17-28_Search-QuickButtons.md
9243       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-03_Component-Library-Setup\Group-D_Layout-Overlay-Components\01_Tasks-49-56_Card-Tabs-Dialog.md
9242       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-11_POS-Interface\Group-F_Receipt-Shift-Testing\01_Tasks-83-91_Receipt-Shift.md
9223       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-10_File-Storage-Configuration\Group-F_Testing-Documentation\02_Tasks-79-82_Feature-Tests.md
9211       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-08_Koombiyo-Courier-API\Group-E_Pickup-COD\01_Tasks-67-73_Pickup-Model-API.md
9210       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-11_POS-Interface\Group-F_Receipt-Shift-Testing\02_Tasks-92-98_Hold-Testing.md
9194       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-04_Quote-Management\Group-D_Quote-PDF-Generation\02_Tasks-59-64_PDF-Generator-Sections.md
9192       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-10_Stock-Alerts-Reordering\Group-F_Testing-Documentation\02_Tasks-85-86_API-Tests-Documentation.md
9182       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-04_Leave-Management\Group-F_API-Testing-Documentation\02_Tasks-88-90_URLs-Tests-Documentation.md
9174       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-08_Product-Management-UI\Group-B_Product-Listing-Page\01_Tasks-15-22_Page-Filters.md
9158       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-05_Bank-Transfer-Upload\Group-D_Proof-Upload-Verification\01_Tasks-45-51_Model-Validation.md
9158       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-10_Waybill-Generation\Group-D_Label-Templates\01_Tasks-51-58_Courier-Templates.md
9138       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-03_Product-Catalog-Pages\Group-A_Catalog-Routes-Pages\01_Tasks-01-08_Routes-Layout-Page.md
9138       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-04_Product-Detail-Page\Group-B_Image-Gallery\02_Tasks-27-34_Mobile-States-Verify.md
9135       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-04_Product-Variants\Group-B_ProductVariant-Model\01_Tasks-19-26_ProductVariant-Basic-Fields.md
9127       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-06_Core-Middleware-Stack\Group-B_Tenant-Middleware\04_Tasks-24-28_Thread-Local-Utilities.md
9108       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-06_Payroll-Processing\Group-B_PayrollRun-EmployeePayroll\01_Tasks-17-22_PayrollRun-Model.md
9093       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-01_POS-Terminal-Core\Group-A_POS-Terminal-Session-Models\03_Tasks-11-15_Session-Model-Fields.md
9085       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-12_Tax-Reporting\Group-F_API-Testing-Documentation\02_Tasks-85-88_Documentation-Deployment.md
9075       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-12_SMS-Gateway-Integration\Group-E_Delivery-Reports\02_Tasks-75-78_Webhook-Analytics-Verify.md
9064       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-04_Smart-Search-Backend\Group-B_Index-Management\01_Tasks-17-26_Indexer-Settings.md
9061       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-08_Customer-Authentication\Group-A_Auth-Routes-Store\02_Tasks-09-16_Store-Guards-Verify.md
9060       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-01_AI-Infrastructure-Setup\Group-B_Feature-Store\02_Tasks-26-34_Service-Cache-Task.md
9058       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-08_Chart-of-Accounts\Group-D_Account-Management-Features\03_Tasks-59-62_Balance-Service.md
9047       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-06_Invoice-System\Group-B_Invoice-LineItems-Tax-Calculation\03_Tasks-29-34_Calculation-Services.md
9042       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-01_POS-Terminal-Core\Group-F_Testing-Documentation\02_Tasks-92-94_API-Tests-Documentation.md
9031       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-07_Checkout-Flow\Group-B_Step1-Information\01_Tasks-19-27_Page-Contact-Personal.md
9029       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-08_Chart-of-Accounts\Group-F_API-Testing-Documentation\02_Tasks-84-86_Testing-Documentation.md
8998       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-04_Product-Variants\Group-A_Variant-Option-Models\02_Tasks-09-16_VariantOptionValue-Model.md
8997       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-08_Chart-of-Accounts\Group-F_API-Testing-Documentation\01_Tasks-79-83_ViewSet-Endpoints-Routes.md
8986       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-05_State-Management\Group-B_UI-State-Stores\02_Tasks-25-30_Notifications-CommandPalette.md
8985       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-07_AI-Chatbot-Frontend\Group-F_Polish-Testing\01_Tasks-81-88_Polish-Tests-Storybook.md
8979       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-06_Product-Pricing\Group-F_Testing-Documentation\02_Tasks-85-88_API-Integration-Docs.md
8969       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-04_KOKO-MintPay-BNPL\Group-D_Eligibility-Verification\02_Tasks-59-66_Credit-Response-Verify.md
8961       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-08_Chart-of-Accounts\Group-E_Admin-Serializers\03_Tasks-75-78_Type-Template-Validation.md
8952       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-13_HR-Payroll-UI\Group-A_HR-Routes-Pages-Structure\02_Tasks-09-16_Payroll-Routes-Verify.md
8946       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-14_Analytics-Reports\Group-B_Sales-Reports\02_Tasks-27-34_Period-Channel-Cashier.md
8929       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-01_AI-Infrastructure-Setup\Group-C_Model-Training-Pipeline\01_Tasks-35-45_MLModel-TrainingJob.md
8912       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-14_Settings-Configuration-UI\Group-B_General-Company-Settings\01_Tasks-15-26_Company-Profile.md
8875       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-12_Tax-Reporting\Group-F_API-Testing-Documentation\01_Tasks-81-84_Integration-Testing.md
8868       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-02_Department-Designations\Group-B_Designation-Model-Levels\01_Tasks-17-24_Model-Core-Level-Salary.md
8856       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-02_Storefront-Layout\Group-A_Layout-Shell-Structure\01_Tasks-01-07_Layout-Shell-Announcement.md
8844       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-05_Search-Functionality\Group-F_Edge-Cases-Testing\01_Tasks-81-87_Edge-Cases-Analytics.md
8839       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-07_Dashboard-Layout\Group-A_Dashboard-Route-Group-Layout\02_Tasks-08-14_Layout-Features-A11y.md
8837       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-02_POS-Offline-Mode\Group-C_Transaction-Queue-Management\01_Tasks-35-42_Queue-Core-Operations.md
8818       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-10_Stock-Alerts-Reordering\Group-E_Serializers-API-Views\03_Tasks-78-80_Additional-Endpoints.md
8807       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-08_Koombiyo-Courier-API\Group-D_Tracking-Webhooks\01_Tasks-51-58_Tracking-Model-API.md
8792       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-09_Journal-Entries\Group-D_Templates-Recurring\02_Tasks-58-64_Recurring-Entry-Celery.md
8773       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-09_Journal-Entries\Group-A_Journal-Entry-Models\02_Tasks-05-12_JournalEntry-Core-Fields.md
8771       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-08_Customer-Module\Group-A_Customer-Model-Profile\02_Tasks-07-12_Contact-Tax-Dates-Financial-Marketing.md
8765       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-12_SMS-Gateway-Integration\Group-A_SMS-Configuration\02_Tasks-11-16_ABC-Factory-Migration.md
8763       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-14_Marketing-Features\Group-F_Newsletter-Social-Sharing\02_Tasks-91-96_Social-Share-Verify.md
8757       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-06_Shopping-Cart\Group-E_Coupon-Summary\02_Tasks-78-84_Summary-Checkout.md
8743       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-07_Shipping-Zone-Configuration\Group-E_Zone-APIs-Admin\02_Tasks-72-78_Shipping-Admin-Verify.md
8742       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-01_Webstore-Project-Structure\Group-A_Route-Group-Directory-Structure\01_Tasks-01-07_Route-Group-Directories.md
8726       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-04_API-Client-Layer\Group-A_HTTP-Client-Setup\02_Tasks-08-14_Types-Factory-Verification.md
8714       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-07_Payment-Recording\Group-E_Payment-Receipts-Notifications\02_Tasks-71-73_Receipt-PDF-Generation.md
8699       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-09_Customer-Credit-Loyalty\Group-B_Credit-Transactions-Aging\02_Tasks-22-27_Service-Aging.md
8693       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-02_POS-Offline-Mode\Group-B_Local-Data-Caching\01_Tasks-17-24_IndexedDB-Object-Stores.md
8693       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-12_Customer-Insights-AI\Group-D_Churn-Prediction\02_Tasks-63-68_Risk-API.md
8675       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-05_State-Management\Group-F_Mutations-Cache-DevTools\01_Tasks-79-84_Mutations-Cache-Strategies.md
8672       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-06_Product-Pricing\Group-A_Price-Type-Models\03_Tasks-10-14_Variant-Price-History.md
8636       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-02_POS-Offline-Mode\Group-A_Offline-Data-Architecture\02_Tasks-07-11_Sync-Config-Log-Models.md
8615       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-05_Order-Management\Group-C_Order-Creation-Sources\01_Tasks-35-40_Service-Creation-Sources.md
8611       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-06_Cash-On-Delivery-COD\Group-A_COD-Configuration\01_Tasks-01-08_Config-Fields.md
8610       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-09_Domex-Other-Couriers\Group-A_Domex-Integration\03_Tasks-16-22_Webhook-Admin-Verify.md
8551       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-09_Domex-Other-Couriers\Group-D_Courier-Comparison\02_Tasks-67-72_Options-API-Verify.md
8536       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-10_Advanced-Image-Optimization\Group-B_Image-Processor\01_Tasks-17-26_Resize-Transform.md
8516       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-12_Customer-Insights-AI\Group-A_Data-Preparation\02_Tasks-09-16_Scheduler-Cleanup.md
8510       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-03_Component-Library-Setup\Group-F_Composite-Components-Documentation\02_Tasks-89-92_Index-Storybook-Docs.md
8497       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-07_Shipping-Zone-Configuration\Group-A_Location-Data-Models\01_Tasks-01-09_Province-District.md
8481       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-14_Analytics-Reports\Group-C_Inventory-Purchase-Reports\02_Tasks-45-52_Purchase-Reports.md
8460       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-05_Search-Functionality\Group-D_Search-Results-Page\02_Tasks-59-66_Pagination-Meta-Verify.md
8442       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-10_Advanced-Image-Optimization\Group-B_Image-Processor\02_Tasks-27-34_Pipeline-Cache.md
8425       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-12_Customer-Insights-AI\Group-F_Automation-Testing\01_Tasks-83-92_Automation-Tests-Docs.md
8415       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-06_AI-Chatbot-Backend\Group-E_LLM-Integration\02_Tasks-78-82_Service-Formatter-Fallback.md
8414       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-04_KOKO-MintPay-BNPL\Group-C_MintPay-Processor-Implementation\02_Tasks-43-50_Payment-Abstraction-Verify.md
8413       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-04_Smart-Search-Backend\Group-B_Index-Management\02_Tasks-27-34_Sync-Signals-Admin.md
8412       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-06_Shopping-Cart\Group-F_Persistence-Testing\01_Tasks-85-91_Persistence-Sync.md
8403       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-05_Bank-Transfer-Upload\Group-B_Bank-Transfer-Processor\01_Tasks-15-21_Processor-Payment.md
8394       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-09_Realtime-Sync-Engine\Group-F_Testing-Reliability\01_Tasks-81-90_Tests-Reliability.md
8392       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-13_Performance-Optimization\Group-F_Monitoring-Testing\01_Tasks-83-89_Budget-Vitals-Analytics.md
8392       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-11_WhatsApp-Business-API\Group-A_WhatsApp-Configuration\01_Tasks-01-08_Settings-Config-Model.md
8382       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-06_AI-Chatbot-Backend\Group-C_Entity-Extraction\02_Tasks-46-50_SpaCy-Context-Verify.md
8372       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-04_Smart-Search-Backend\Group-E_Analytics-Optimization\01_Tasks-67-75_Log-Analytics.md
8356       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-02_POS-Offline-Mode\Group-C_Transaction-Queue-Management\03_Tasks-49-52_Ordering-Dependencies-Cleanup.md
8356       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-06_Shopping-Cart\Group-F_Persistence-Testing\02_Tasks-92-96_Comprehensive-Testing.md
8349       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-09_Domex-Other-Couriers\Group-A_Domex-Integration\02_Tasks-09-15_Provider-Waybill.md
8343       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-04_Quote-Management\Group-D_Quote-PDF-Generation\01_Tasks-53-58_Template-Model.md
8342       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-09_Customer-Portal\Group-B_Dashboard-Orders\02_Tasks-24-36_Orders-List.md
8298       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-06_Authentication-UI\Group-B_Login-Page-Form\01_Tasks-15-23_Login-Form-Submission.md
8293       | ./Document-Series\Phase-10_AI-Features-Advanced-Capabilities\SubPhase-07_AI-Chatbot-Frontend\Group-C_Message-Components\02_Tasks-46-52_QuickReplies-Cards.md
8280       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-10_Stock-Alerts-Reordering\Group-B_Stock-Alert-System\03_Tasks-29-34_Notification-Service-Admin.md
8241       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-12_Tax-Reporting\Group-C_PAYE-Reporting\02_Tasks-42-50_PAYEReturn-Generator.md
8217       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-04_API-Client-Layer\Group-D_Error-Handling-Retry-Logic\01_Tasks-45-50_Error-Handling-Module.md
8204       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-02_PayHere-Integration\Group-D_Webhook-Notification\01_Tasks-51-58_View-Signature-Parser.md
8202       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-09_Customer-Portal\Group-D_Addresses\02_Tasks-62-68_Modal-Form-Verify.md
8188       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-10_Waybill-Generation\Group-A_Waybill-Models-Schema\02_Tasks-09-16_Address-Template-Migration.md
8186       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-06_Payroll-Processing\Group-C_Payroll-Calculation-Engine\01_Tasks-35-42_LineItem-Attendance.md
8182       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-12_Vendor-Bills-Payments\Group-A_Vendor-Bill-Model-Core\02_Tasks-07-12_Date-Financial-User-Notes-Document.md
8162       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-03_Receipt-Generation\Group-E_Receipt-API-Storage\01_Tasks-69-72_Serializers-ViewSet-Generate.md
8156       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-06_Product-Pricing\Group-A_Price-Type-Models\04_Tasks-15-18_Signals-Utils-Admin.md
8151       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-06_Product-Pricing\Group-B_Tax-Integration-Calculation\02_Tasks-24-28_Price-Methods-SVAT.md
8119       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-08_Koombiyo-Courier-API\Group-A_Koombiyo-Configuration\01_Tasks-01-08_Constants-Settings.md
8117       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-09_Journal-Entries\Group-A_Journal-Entry-Models\03_Tasks-13-18_Entry-Tracking-Migrations.md
8110       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-07_Shipping-Zone-Configuration\Group-C_Rate-Calculation\02_Tasks-43-50_Calculation-Verify.md
8106       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-01_Payment-Gateway-Architecture\Group-E_Transaction-Refund-APIs\01_Tasks-69-76_Methods-Initiate-Status.md
8083       | ./Document-Series\Phase-03_Core-Backend-Infrastructure\SubPhase-05_Role-Permission-System\Group-D_User-Role-Management\01_Tasks-47-53_UserRole-Model.md
8063       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-08_Warehouse-Locations\Group-B_Storage-Location-Hierarchy\03_Tasks-31-36_Hierarchy-Methods-Admin.md
8046       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-06_Invoice-System\Group-A_Invoice-Model-Types\03_Tasks-13-18_Metadata-Currency-Number-Migration.md
8043       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-06_Authentication-UI\Group-F_Route-Protection-Session\01_Tasks-77-82_Route-Protection.md
8030       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-07_Product-Media\Group-F_Testing-Documentation\02_Tasks-83-86_API-Optimization-Docs.md
8025       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-14_Marketing-Features\Group-F_Newsletter-Social-Sharing\01_Tasks-83-90_Newsletter-Form.md
8020       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-12_SMS-Gateway-Integration\Group-B_Provider-Implementations\02_Tasks-23-28_NotifyLk-Provider.md
8016       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-09_Customer-Credit-Loyalty\Group-F_API-Testing-Documentation\02_Tasks-86-90_Actions-URLs-Tests-Docs.md
8015       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-09_Domex-Other-Couriers\Group-D_Courier-Comparison\01_Tasks-61-66_Factory-Rates.md
8008       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-13_Dashboard-KPIs\Group-D_Financial-KPIs\01_Tasks-49-57_Profit-Margins-Cash.md
8005       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-11_Financial-Reports\Group-A_Report-Framework\01_Tasks-01-08_Reports-Module-Config.md
7977       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-05_State-Management\Group-A_Zustand-Installation-Configuration\02_Tasks-08-14_Selectors-Utilities-Verification.md
7958       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-04_KOKO-MintPay-BNPL\Group-A_BNPL-Configuration\02_Tasks-09-16_Config-Verify.md
7955       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-11_POS-Interface\Group-A_POS-Routes-Layout-Structure\02_Tasks-09-16_Panels-Context-Verify.md
7939       | ./Document-Series\Phase-07_Frontend-Infrastructure-ERP-Dashboard\SubPhase-11_POS-Interface\Group-E_Payment-Processing\01_Tasks-67-75_Modal-Cash.md
7935       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-03_Receipt-Generation\Group-A_Receipt-Template-Models\01_Tasks-01-06_Submodule-Constants-Header.md
7917       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-11_Purchase-Orders\Group-B_PO-Line-Items-Calculations\01_Tasks-19-28_Line-Item-Model.md
7899       | ./Document-Series\Phase-08_Webstore-Ecommerce-Platform\SubPhase-13_Performance-Optimization\Group-F_Monitoring-Testing\02_Tasks-90-94_Testing-Report.md
7887       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-09_Journal-Entries\Group-D_Templates-Recurring\01_Tasks-49-57_Template-Model-Service.md
7881       | ./Document-Series\Phase-09_Integrations-Sri-Lanka-Localizations\SubPhase-08_Koombiyo-Courier-API\Group-F_Admin-Testing\02_Tasks-90-94_Frontend-Testing-Docs.md
7879       | ./Document-Series\Phase-05_ERP-Core-Modules-Part2\SubPhase-01_POS-Terminal-Core\Group-A_POS-Terminal-Session-Models\04_Tasks-16-18_Session-Methods-Admin.md
7879       | ./Document-Series\Phase-06_ERP-Advanced-Modules\SubPhase-09_Journal-Entries\Group-E_Approval-Posting\01_Tasks-65-69_Accounting-Period-Model.md
7859       | ./Document-Series\Phase-04_ERP-Core-Modules-Part1\SubPhase-02_Attribute-System\Group-F_Testing-Documentation\03_Tasks-94-96_Documentation-Integration.md
